Comment ID,Rating,Tokens Used,Content,hate_filtered,hate_severity,jailbreak_filtered,jailbreak_detected,jailbreak_severity,self_harm_filtered,self_harm_severity,sexual_filtered,sexual_severity,violence_filtered,violence_severity
255,1,139,"""The TSA, CBP and Immigration and Customs Enforcement (ICE) did not respond to questions from The Post.""An ""inconvenient truth"" faced them.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
256,4,117,Silent invasion of enemies while both parties do NOTHING!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
257,2,144,Is it getting obvious that Democrats don't even seem to need our votes anymore. Zuckerburg will fire up his vote harvesting algorithms. Maxine Waters told us as much back during Obama's last term.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
258,2,172,I haven't flown in a few months and now I definitely do not want to. We are less safe in this country and with people flowing over the border I fear the next horrible terror attack will happen because of what is being done to this country. When will people stop voting by party and vote for someone who will stop this insanity.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
259,2,314,"And you can just feel it to your core what the next step is going to be: voting rights for illegals using the CBP One App. If anyone thinks that Xiden/Hussein are letting these people in because of ‘humanitarian reasons’ you’re living in la la land. They fully intend to allow these people to vote in local and general elections. You know this because the left gets irate when you talk about the replacement theory, so you know you’re hitting a nerve when they start flipping out when it’s brought up. Now here’s the real brain numbing reality. These illegals are coming from Venezuela, Honduras, the continent of Africa, all places where leftist socialists have ruined their countries and economies forcing them to trek here. So one would think these people would not vote for the same lunatic polices again. But for some reason they do. If Republicans were smart, and Lord knows I have my doubts sometimes, they would develop an education policy for these people to understand that the democrats are in no way, shape, or form their friends. If the left is going to bring them anyway it’s time to educate them on which party will actual help them in life and not be another plantation handout.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
260,2,127,It’s all part of a woke agenda government that hates you. Vote conservative or get over it.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
261,1,218,"Who in their right mind would came up with this? I have to have a state drivers license endorsed for travel. And one more photo ID. I carry my business ID and passport. I am at the airport two hours before boarding.  Then there is the TSA experience. Now with Mayor Pete, The Boder Czar, and Mayoras some or all along with Brandon and parties not known   We get this jump the line process for immigrants. Along with this special treatment many at least 750,00 were pardon for any charge of illegal entry.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
262,2,120,"When government and corporations collude...oh, you know the word.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
263,2,115,Shame on the pilots and the airlines.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
264,2,115,Shame on the pilots and the airlines.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
265,2,124,"well, my hubby Joe gave that order as these are our future democrats and votes.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
266,N/A,0,TSA would be a great choke-point to grab these criminals up and send them home!,True,high,False,False,N/A,False,safe,False,safe,True,medium
267,2,153,"Let's all not be offended because as long as a Democrat is in office, this will continue to happen. Get used to it. Theyre this country's prized and valued  'citizens' vs us, the actual hard working citizens",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
268,2,184,"So while US citizens are being forced to obtain ""Real"" ID's to be able to wait in long lines at airports, illegals are being given concierge service by TSA.  I do hope that they are not having to pay for their own airfare and are being given per diem so that can get a bite of lunch and a couple of drinks before they head to their first class seating.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
269,2,169,Keep voting for Democrats and we will no longer have a viable country.  Our founders gave us a constitutional republic that ensured our freedom.  Fools who crave government handouts are destroying our freedom.  The Democratic Party has morphed into an evil entity that desires to control every aspect of our lives.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
270,2,132,I'm glad this open borders/illegal migrant insanity is being recognized for what it is - bravo to Mr. Rubin for his courage.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
271,1,116,The House should defund the Department of Transportation.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
272,2,115,This is the Biden administration at work folks.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
273,2,210,"“Numerous reporters at the border have posted pictures of ID cards, passports and visas for travel through countries discarded at the border, often by people who do not want their real identification known to US authorities.”Some day in the not-too-distant future, we will look back at this statement and wonder why we allowed this to happen. Remember this well: “The only thing necessary for evil to triumph in the world is that good men do nothing”. (Quote marks *not*supplied by Claudine Gay)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
274,3,118,have we lost of ability to feel outrage  THIS is criminal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
275,2,127,"Only the best for joe's illegals. And free everything, at the expense of the US taxpayer.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
276,4,148,Government building would have been burned down and politicians would have their suits ripped off in other countries. Only here do people allow the government to give their country away while slapping you in the face while doing it.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
277,1,128,Remember folks the majority of American voters elected this guy. Might be a good thing to remember come Election Day!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
278,2,137,"just another slap in the face for every LEGAL W2, green carded, H1B etc and every tax paying citizen  from Joe Biden",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
279,2,140,"This country has turned into an episode of the Twilight Zone, an episode that Rod Serling, a veteran of the D-Day invasion, would not have wanted to watch.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
280,2,234,"I go to DMV to renew my CDL License with what I thought was all the necessary paperwork only to be told it wasn't enough . While I am waiting to speak to a supervisor two people who cant speak English or have any identification are being led around by DMV workers to ensure that what they need to get a license is taken care of . I am sent away after being told I dont have what is needed to renew my CDL, but these two are led around from window to window to make sure they get what they came for. And know they can get on a plane with no identification , its got to stop and it needs to stop KNOW.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
281,2,137,"This is Biden’s USA. We vote, pay taxes and get treated like 💩. Welcome to the back of the line, courtesy of liberals.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
282,2,127,You want this lefty nonsense to end? Vote for Trump. That's the only way it ends.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
283,2,156,"I have a feeling a lot of these migrants will be voting Democrat in the next election, as I’m sure they are automatically classified as Democrats.  This is why NY is giving state licenses to illegals.  So much corruption it’s disgusting.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
284,1,203,I hope they are all to get finger printed and picture taken after they enter.  What a mess if they aren’t!!  Also all this money goes to them and OUR veterans have to pay medical and have crappy hospitals.  So backwards!! We need to focus on better hospitals for them and our children’s schools!!  Our VA hospitals should be elite and better pay there along with our teachers.   Not sure why we don’t want the best for military members and children!!!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
285,3,152,No passport and they fly for free..no photo I’d..is there a reason why a U.S. citizen can not do the same..my child must have I’d.. smugglers and this group are destroying the US,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
286,2,118,I am forced to vote for Trump..this is no joke,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
287,1,146,"Missing Trump yet, everyone?🇺🇸🇺🇸🇺🇸 Trump 2024 | The Law & Order President 🇺🇸🇺🇸🇺🇸",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
288,2,142,🇺🇸🇺🇸🇺🇸 Trump 2024 | Finish The Wall 30 Feet Tall 🇺🇸🇺🇸🇺🇸,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
289,2,118,I am forced to vote for Trump..this is no joke,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
290,1,146,"Missing Trump yet, everyone?🇺🇸🇺🇸🇺🇸 Trump 2024 | The Law & Order President 🇺🇸🇺🇸🇺🇸",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
291,2,142,🇺🇸🇺🇸🇺🇸 Trump 2024 | Finish The Wall 30 Feet Tall 🇺🇸🇺🇸🇺🇸,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
292,2,128,"This makes me so mad, and so sad about what they are knowingly doing to this once-great country.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
293,1,137,🇺🇸🇺🇸🇺🇸 Trump 2024 | America First 🇺🇸🇺🇸🇺🇸,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
294,2,133,"Yeah this is the direct responsibility of Democrats. Thanks guys, this is much better than someone who tweets mean things and puts you first.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
295,2,171,"Citizens of the US forced to get “The Real ID” for drivers licenses & identification. I had to take my birth certificate, a bill with my name on it, & numerous other forms proving my ID. These people just get a phone app to fly anywhere in the US for free?! We are in big trouble!!!!",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
296,2,117,And some of my family wonder why I hate liberals,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
297,1,133,I'm struggling to figure out how people without proper ID can get a job that pays enough to allow them to buy a plane ticket.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
298,2,118,"Keep voting for democrats, it's working out so well.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
299,2,118,More lawlessness from the most corrupt Administration in history.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
300,1,206,"Let’s not forget that we also have to pony up an extra $30 and provide more documentation in order to fly domestically after May 7, 2025. But these illegals don’t?? SMH!?!?As per NY State DMV, Beginning May 7, 2025, every air traveler 18 years of age and older will need a REAL ID-compliant driver's license, state-issued enhanced driver's license, or another acceptable form of ID to fly within the United States.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
301,2,140,22 years post 9/11 and pretty much the post America decline all predicted and by design. I am not certain we are going to elect ourselves out of this.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
302,4,117,"Biden and Mayorkas are Terrorists , FACT",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
303,2,153,"We don't have an American President, we have an anti-American President.  Biden and his administration have turned US citizenship into a liability, in our own country.  American First?  Beijing Biden's motto is Anyone But America First.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
304,2,125,And the leftists think these people will become Americans. What an absolute traitorous clown show.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
305,1,112,"""Terrorist"" like this",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
306,2,150,I never EVER thought I would see the day that a President of the USA and his administration would do everything they possibly can to destroy the American people….how ANYONE could still even think about voting democrat is beyond comprehension,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
307,2,153,"You voted Biden, you voted Democrat. What did you expect. They openly have been working for three years to make Americans second class citizens. The saddest part is you will vote Biden and Democrat again. We reap what we sow.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
308,2,163,"It will become painfully, tragically clear: this woke crap is going to get many people killed. As goes the expression: there are none so blind as those who refuse to see. I might edit that: none so blind as those who choose to gouge out their own eyes.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
309,2,119,They are already unvetted. What could possibly go wrong?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
310,2,146,"You know with all the perks the illegals get, I should surrender my passport, go to Mexico, then walk back to Arizona. Then I won’t have anymore bills🤷🏻‍♂️",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
311,3,115,Leftism and its followers are the biggest threat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
312,2,131,"They kick black folks and veterans to the curb because they want power, control and $. I will never vote Democrat again.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
313,2,116,You vote for Biden and this is your reward.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
314,2,146,"You know with all the perks the illegals get, I should surrender my passport, go to Mexico, then walk back to Arizona. Then I won’t have anymore bills🤷🏻‍♂️",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
315,2,115,Leftism and its followers are the biggest threat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
316,2,131,"They kick black folks and veterans to the curb because they want power, control and $. I will never vote Democrat again.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
317,2,116,You vote for Biden and this is your reward.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
318,2,116,ignorant Democrats will still pull the D lever ...,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
319,2,135,Trump promised the largest wave of deportations of illegal aliens if he is elected President. That alone is a sufficient reason for me to vote for him,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
320,2,134,Biden and his administration are out of control.Time for Biden to leave by wobbling out of office.This country in 3 years in gone,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
321,2,120,Biden will never get this family of dems votes.Destroyed us,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
322,2,126,Buttigieg and Biden let illegal immigrants and criminals without ID or payment fly on major airlines.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,3,140,I guess it’s an election year and we were unsure what event the Dems would deploy.  I’m afraid this could lead to another 9-11.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
324,2,129,"all the trouble to make sure you have a ""real ID"" level drivers license and liberals turn around and ......................",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
325,1,149,Does it work going the other way? Can I leave the country by saying I’m a migrant and would like to go to some “non-extradition” country?  Just asking for a friend of mine.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
326,3,122,That's Democratic LIBERALISM for you - everyone else FIRST - except REAL Americans.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
327,2,200,"Well, American voters, if you want all of this insanity - in SO many areas of your lives - to end, you know exactly what to do: vote for Pres. Trump and all Republicans in all elections in 2024. Vote out the Democrats who are ruining your lives and destroying America. Do you remember that your lives were going great during Pres. Trump's years in office?? Look at what has happened to your country since Biden (Obama) have replaced him!",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
328,5,120,These DIMMS are pushing this Country closer and closer to a Revolution!!!!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
329,2,140,"In the meantime, Americans were ""forced"" into getting a new license/ID card with the yellow star that was deemed necessary for boarding US flights...hmmmmmm?",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
330,2,135,Trespassing “migrants” throw away passports because “they don’t their identities known to US authorities.”  Now why would that be?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
331,2,120,""" I'm Quite Offended !"" Definately A Micro Aggression !",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
332,2,116,being American is a privilege..not a right.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
333,2,156,"Just think, they will have babies here. They will get government assistance for said babies. They will always be a drain on us taxpayers. This is all just a ploy to get more democratic votes. We are witnessing the destruction of our country.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
334,4,180,"Democrats have to steal elections to win. This is the only reason to do this. They will send them to the polls in November and they will say count every vote. They don't care that they are not Americans. This is going to get very ugly, when they steal the presidency again. It will make January 6th look like a walk in the park.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
335,2,130,Let this be a lesson to everybody don’t vote Democrat never ever not ever vote for a Democrat not even for dog catcher,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
336,2,115,"Thanks to our government, we are doomed.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
337,2,160,Any migrants who would bring able to pay human traffickers and smugglers thousands of dollars to fast pace entry into the United States would able to hide their identity from a verification system to avoid proper vetting and be a possible criminal aboard a a bus or a plane.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
338,5,126,When one of them brings a plane of hundreds down we’ll know who won the border battle.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
339,2,160,Any migrants who would bring able to pay human traffickers and smugglers thousands of dollars to fast pace entry into the United States would able to hide their identity from a verification system to avoid proper vetting and be a possible criminal aboard a a bus or a plane.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
340,5,126,When one of them brings a plane of hundreds down we’ll know who won the border battle.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
341,2,131,They also get more money every month than a person who worked their entire life and is on social security. Think about that.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
342,2,127,"Democrats know that there are UNLIMITED illegal-votes, where these illegals, come from.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
343,2,158,There are so many outrageous things this administration (Biden) has imposed upon our country that there's not enough space here to enumerate. In a short 3 years he has managed to destroy the face of America. Biden will go into history as America's Despot!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
344,3,127,"If you voted for the cheater Biden, if you disparage Trump… this is what YOU deserve.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
345,2,157,We should all be offended.  Migrants have more rights than tax paying Americans.  Vote against Biden.  Let’s get our country back to a civilized place to live in a land with law and order.  Biden is a grifter.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
346,2,184,"Come on!  That is an FAA safety procedure since non-citizen, illegals are less of a flying hazard that us taxpaying citizens.  I bet they don't even check their luggage.  That would be embarrassing to look for drugs and guns, since none of those come across the borders.  I'm thinking of applying for non-citizen status at the Rio Grand.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
347,2,317,I want every person getting on an air plan to show ID and to go through the process the same as I MUST do -- jumping the wall is entirely no matter how difficult life is in your country -- We Americans have difficulties everyday of te week that we face.  No country will get better when the people flee the country.Stay and work and stand with your country -- Americans are working to save their country and people bringing the ideas they are fleeing then telling us how to run pour country and voting for people that do not care about the country is destroying the country.  Take aborton -- no one has the right to tell a woman what she must or must not do with her body -- one no matter your religion!! Don't interfere!!! if I do not walk in your shoes I have no right to tell you what to do -- If Im not paying your bills I have no right to tell you to have a child you are not emotionally prepared to have.  There are thousands of children in foster care -- it is wrong to have a child then have to put it in foster care -- the people telling people that they must carry a fetus -- are people that have no idea what they are doing -- it is selfish to force your opinion or desires on another person -- are you going to give the Mom the money to provide for that child?? If you are not prepared to help then butt out!! its not your business -- Republicans are not providing for the fetus after is breathes as a child --  so they have no right to interfere or deny or stop abortion.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
348,2,261,"I worked at a hospital for 36 years and when I had to call results or answer phones from physicians or nurses I could rarely understand them.   Very heavy accents, and it made me wonder how you can have “complete care” of patients when you don’t understand them.  I even had a physician call me to verify what another physician said to her because she didn’t understand the dr.  Now we are letting more immigrants into the country and everything is free and now they get special rules.  The government is ruining this country little by little.  It is already The United States of immigrants, non-workers, free everything and Medicaid.  Great for them, bad for the people who have lived here the past 100 years and have to pay for it.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
349,3,115,The longer boats are coming to win us.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
350,1,144,DON'T VOTE DON'T VOTE DON'T VOTE DON'T VOTE DON'T VOTE DON'T VOTE DON'T VOTE DON'T VOTE DON'T VOTE DON'T VOTE DON'T VOTE DON'T VOTE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,2,307,"Just one more thing  to slap us American citizens in the face.They get to fly without paying or having ID. Housing, which included kicking american kids out of school to provide the  housing. Medical care  which the unpaid amt for 2023was over 134million dollars. Americans, especially senior citizens and homeless are struggling to pay for housing  of any kind.We either pay for medcal care or dont get any. Dont get much health care even when we pay.   Biden justified the school take over as housing  and the food they were furnished, as  being important that the  immigrants are warm, well fed  and comfortable.  Of course they also go voter Id cards  already marked for the democrats. Amercans are living on the street with little to no  food , shelter from the rain and snow . Whats wrong with this picture and when will the democrates  stop voting for Biden and the leftcauses just because they dont want tovote for Trump.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
352,2,108,Treason,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
353,1,320,"Because the TSA has been theater from day one.First off the scanners they have were only done to enrich the company that made the scanners with investment kickback to politician who approved it and probably has a stake in said company.Two...they ALREADY had metal detectors. Why this additional scanner needed if you take off belt, shoes, jacket, no bag (which goes through another xray anyway).Three - they pat down, (and I've seen this traveling for 23 years since 9/11), old elderly people (all races but mostly white), children (all races but mostly white), white men, white woman, etc. NONE of which would be profiled for said potential acts.You can PAY for fast track to the gate and avoid the line. They do a background check. But what's the difference when you show your ID and have zero criminal background which they can see once scanning your Driver's License of Gov. ID. or Passport. They can check that too when you pay for your ticket. They can check that too when you get to the airport and check in your bags either with Sky Caps or inside at the counter or at a kiosk. Eff G. Bush for doing this to the American people. They took away our rights by having us patted down at airport with NO criminal act committed. Totally against the Constitution.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
354,N/A,0,"There are gypsy beggars at the shopping malls and farmers with small children begging for money.  How is it these useless parasites were ever allowed to enter this country and stay indefinitely?  In most countries you must have an occupation other than begging, stealing and having too many children before you will be granted permission to live there.",True,high,False,False,N/A,False,safe,False,safe,False,safe
355,2,294,"The Dems. & the Reps. need to get united & learn what the L is going on in the WH where is the money coming from regarding Biden's lunacy of open borders allowing tens of thousands of unvaxxed, untested, unsustainable, unvetted, individuals who could a) have COVID or other contagious diseases; b) be depending on government services for food/shelter/medical assistance for the rest of time & will drain the economy eternally; c) be foreign agents from enemy countries intending to do harm/mentally disturbed individuals who might intend to do harm! It's apparent that Biden is too far gone, has a mental disconnect, or there's another reason for his absurd behavior of disregarding the welfare of the U.S. population in favor of those coming in by the boatload/thousands. It appears Biden isn't even releasing economic support to the states that are dealing with this unsustainable situation.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
356,N/A,0,"The Democrats truly hate America. They are enabling this illegal aliens invasion because the Democrats want to change the census count per district. Remember the U.S. Census done last time they cannot ask if the households living in each district if they are American citizens or not. The Democrats want to control all branches of the government and rule Americans for as long as they can and turn America into San Francisco, Chicago, New York and Philadelphia and all the nasty Democrat ran cities in America. No borders, No culture. This is how the Democrats are destroying America. More and more people must wake up to the evil plans Democrats have in mind. Remove God, destroying American families and make our children and young people dumber. Just pay your taxes and shut up. We Democrats are smarter than everyone else.",True,high,False,False,N/A,False,safe,False,safe,False,low
357,N/A,0,"This facilitated mass illegal migration to big countries such as the US, Germany, UK etc are all part of a bigger plan to overwhelm the economies and cause chaos right at the time when crucial elections are happening. Add WHO to the picture with their Virus X threat, 20x deadlier than COV19... nothing sinister, underhanded  is going on",True,medium,False,False,N/A,False,safe,False,safe,False,low
358,2,137,"With this administration, the illegals are treated as first class citizens, while the citizens are treated as third world immigrants with no rights except pay your taxes.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
359,1,132,Signage has plenty of spacing errors. Looks like this was done on the fly to arouse as little attention as possible.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
360,2,151,"The Dystopian National Committee = DNC , is the crime syndicate abusing our govt in perpetrating the flood of illegals for their sole political plans. To them the means justify the ends, citizens be damned.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
361,4,191,Wonder what will happen when an election is won by “let say a bottom feeder official” and later in the week it’s found out that they won by illegals vote. I afraid that if they don’t step down then real citizens of this country will “say if laws and regulations don’t apply then it’s game on!!!I’m serious people this is going to go bad. And I for one am very concerned.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,2,121,"""Quite offended"" won't cut it!  Vote Red 2024!!",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
363,3,116,"Under Brandon, say goodbye to your country.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
364,N/A,0,"This facilitated mass illegal migration to big countries such as the US, Germany, UK etc are all part of a bigger plan to overwhelm the economies and cause chaos right at the time when crucial elections are happening. Add WHO to the picture with their Virus X threat, 20x deadlier than COV19... nothing sinister, underhanded  is going on",True,medium,False,False,N/A,False,safe,False,safe,False,low
365,2,137,"With this administration, the illegals are treated as first class citizens, while the citizens are treated as third world immigrants with no rights except pay your taxes.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
366,1,132,Signage has plenty of spacing errors. Looks like this was done on the fly to arouse as little attention as possible.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
367,3,151,"The Dystopian National Committee = DNC , is the crime syndicate abusing our govt in perpetrating the flood of illegals for their sole political plans. To them the means justify the ends, citizens be damned.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
368,4,191,Wonder what will happen when an election is won by “let say a bottom feeder official” and later in the week it’s found out that they won by illegals vote. I afraid that if they don’t step down then real citizens of this country will “say if laws and regulations don’t apply then it’s game on!!!I’m serious people this is going to go bad. And I for one am very concerned.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
369,2,121,"""Quite offended"" won't cut it!  Vote Red 2024!!",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
370,2,116,"Under Brandon, say goodbye to your country.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
371,4,172,"I said this after Kate Steinle was killed.......until some VIP gets killed by an illegal, these libs are gonna leave all the rest of us wide open to danger.......they don't care if ""NORMAL"" people get killed.......if Pelosi or Kerry was injured or killed by an illegal, we'd have a wall built in a week!!!",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
